datetime,events,distance(KM)
20180525000145,0,-1
20180525000146,0,-1
20180525000147,0,-1
20180525000148,0,-1
20180525000149,0,-1
20180525000150,0,-1
20180525000151,0,-1
20180525000152,0,-1
20180525000153,0,-1
20180525000154,0,-1
20180525000155,0,-1
20180525000156,0,-1
20180525000157,0,-1
20180525000158,0,-1
20180525000200,0,-1
20180525000201,0,-1
20180525000202,0,-1
20180525000203,0,-1
20180525000204,0,-1
20180525000205,0,-1
20180525000206,0,-1
20180525000207,0,-1
20180525000208,0,-1
20180525000209,0,-1
20180525000210,0,-1
20180525000211,0,-1
20180525000212,0,-1
20180525000213,0,-1
20180525000214,0,-1
20180525000215,0,-1
20180525000216,0,-1
20180525000217,0,-1
20180525000218,0,-1
20180525000219,0,-1
20180525000221,0,-1
20180525000222,0,-1
20180525000223,0,-1
20180525000224,0,-1
20180525000225,0,-1
20180525000226,0,-1
20180525000227,0,-1
20180525000228,0,-1
20180525000229,0,-1
20180525000230,0,-1
20180525000231,0,-1
20180525000232,0,-1
20180525000233,0,-1
20180525000234,0,-1
20180525000235,0,-1
20180525000236,0,-1
20180525000237,0,-1
20180525000238,0,-1
20180525000239,0,-1
20180525000240,0,-1
20180525000242,0,-1
20180525000243,0,-1
20180525000244,0,-1
20180525000245,0,-1
20180525000246,0,-1
20180525000247,0,-1
20180525000248,0,-1
20180525000249,0,-1
20180525000250,0,-1
20180525000251,0,-1
20180525000252,0,-1
20180525000253,0,-1
20180525000254,0,-1
20180525000255,0,-1
20180525000256,0,-1
20180525000257,0,-1
20180525000258,0,-1
20180525000259,0,-1
20180525000300,0,-1
20180525000301,0,-1
20180525000303,0,-1
20180525000304,0,-1
20180525000305,0,-1
20180525000306,0,-1
20180525000307,0,-1
20180525000308,0,-1
20180525000309,0,-1
20180525000310,0,-1
20180525000311,0,-1
20180525000312,0,-1
20180525000313,0,-1
20180525000314,0,-1
20180525000315,0,-1
20180525000316,0,-1
20180525000317,0,-1
20180525000318,0,-1
20180525000319,0,-1
20180525000320,0,-1
20180525000321,0,-1
20180525000323,0,-1
20180525000324,0,-1
20180525000325,0,-1
20180525000326,0,-1
20180525000327,0,-1
20180525000328,0,-1
20180525000329,0,-1
20180525000330,0,-1
20180525000331,0,-1
20180525000332,0,-1
20180525000333,0,-1
20180525000334,0,-1
20180525000335,0,-1
20180525000336,0,-1
20180525000337,0,-1
20180525000338,0,-1
20180525000339,0,-1
20180525000340,0,-1
20180525000341,0,-1
20180525000342,0,-1
20180525000344,0,-1
20180525000345,0,-1
20180525000346,0,-1
20180525000347,0,-1
20180525000348,0,-1
20180525000349,0,-1
20180525000350,0,-1
20180525000351,0,-1
20180525000352,0,-1
20180525000353,0,-1
20180525000354,0,-1
20180525000355,0,-1
20180525000356,0,-1
20180525000357,0,-1
20180525000358,0,-1
20180525000359,0,-1
20180525000400,0,-1
20180525000401,0,-1
20180525000402,0,-1
20180525000403,0,-1
20180525000405,0,-1
20180525000406,0,-1
20180525000407,0,-1
20180525000408,0,-1
20180525000409,0,-1
20180525000410,0,-1
20180525000411,0,-1
20180525000412,0,-1
20180525000413,0,-1
20180525000414,0,-1
20180525000415,0,-1
20180525000416,0,-1
20180525000417,0,-1
20180525000418,0,-1
20180525000419,0,-1
20180525000420,0,-1
20180525000421,0,-1
20180525000422,0,-1
20180525000424,0,-1
20180525000425,0,-1
20180525000426,0,-1
20180525000427,0,-1
20180525000428,0,-1
20180525000429,0,-1
20180525000430,0,-1
20180525000431,0,-1
20180525000432,0,-1
20180525000433,0,-1
20180525000434,0,-1
20180525000435,0,-1
20180525000436,0,-1
20180525000437,0,-1
20180525000438,0,-1
20180525000439,0,-1
20180525000440,0,-1
20180525000441,0,-1
20180525000442,0,-1
20180525000443,0,-1
20180525000444,0,-1
20180525000446,0,-1
20180525000447,0,-1
20180525000448,0,-1
20180525000449,0,-1
20180525000450,0,-1
20180525000451,0,-1
20180525000452,0,-1
20180525000453,0,-1
20180525000454,0,-1
20180525000455,0,-1
20180525000456,0,-1
20180525000457,0,-1
20180525000458,0,-1
20180525000459,0,-1
20180525000500,0,-1
20180525000501,0,-1
20180525000502,0,-1
20180525000503,0,-1
20180525000504,0,-1
20180525000506,0,-1
20180525000507,0,-1
20180525000508,0,-1
20180525000509,0,-1
20180525000510,0,-1
20180525000511,0,-1
20180525000512,0,-1
20180525000513,0,-1
20180525000514,0,-1
20180525000515,0,-1
20180525000516,0,-1
20180525000517,0,-1
20180525000518,0,-1
20180525000519,0,-1
20180525000520,0,-1
20180525000521,0,-1
20180525000522,0,-1
20180525000523,0,-1
20180525000524,0,-1
20180525000526,0,-1
20180525000527,0,-1
20180525000528,0,-1
20180525000529,0,-1
20180525000530,0,-1
20180525000531,0,-1
20180525000532,0,-1
20180525000533,0,-1
20180525000534,0,-1
20180525000535,0,-1
20180525000536,0,-1
20180525000537,0,-1
20180525000538,0,-1
20180525000539,0,-1
20180525000540,0,-1
20180525000541,0,-1
20180525000542,0,-1
20180525000543,0,-1
20180525000544,0,-1
20180525000546,0,-1
20180525000547,0,-1
20180525000548,0,-1
20180525000549,0,-1
20180525000550,0,-1
20180525000551,0,-1
20180525000552,0,-1
20180525000553,0,-1
20180525000554,0,-1
20180525000555,0,-1
20180525000556,0,-1
20180525000557,0,-1
20180525000558,0,-1
20180525000559,0,-1
20180525000600,0,-1
20180525000601,0,-1
20180525000602,0,-1
20180525000603,0,-1
20180525000604,0,-1
20180525000605,0,-1
20180525000607,0,-1
20180525000608,0,-1
20180525000609,0,-1
20180525000610,0,-1
20180525000611,0,-1
20180525000612,0,-1
20180525000613,0,-1
20180525000614,0,-1
20180525000615,0,-1
20180525000616,0,-1
20180525000617,0,-1
20180525000618,0,-1
20180525000619,0,-1
20180525000620,0,-1
20180525000621,0,-1
20180525000622,0,-1
20180525000623,0,-1
20180525000624,0,-1
20180525000626,0,-1
20180525000627,0,-1
20180525000628,0,-1
20180525000629,0,-1
20180525000630,0,-1
20180525000631,0,-1
20180525000632,0,-1
20180525000633,0,-1
20180525000634,0,-1
20180525000635,0,-1
20180525000636,0,-1
20180525000637,0,-1
20180525000638,0,-1
20180525000639,0,-1
20180525000640,0,-1
20180525000641,0,-1
20180525000642,0,-1
20180525000643,0,-1
20180525000644,0,-1
20180525000645,0,-1
20180525000647,0,-1
20180525000648,0,-1
20180525000649,0,-1
20180525000650,0,-1
20180525000651,0,-1
20180525000652,0,-1
20180525000653,0,-1
20180525000654,0,-1
20180525000655,0,-1
20180525000656,0,-1
20180525000657,0,-1
20180525000658,0,-1
20180525000659,0,-1
20180525000700,0,-1
20180525000701,0,-1
20180525000702,0,-1
20180525000703,0,-1
20180525000704,0,-1
20180525000705,0,-1
20180525000706,0,-1
20180525000708,0,-1
20180525000709,0,-1
20180525000710,0,-1
20180525000711,0,-1
20180525000712,0,-1
20180525000713,0,-1
20180525000714,0,-1
20180525000715,0,-1
20180525000716,0,-1
20180525000717,0,-1
20180525000718,0,-1
20180525000719,0,-1
20180525000720,0,-1
20180525000721,0,-1
20180525000722,0,-1
20180525000723,0,-1
20180525000724,0,-1
20180525000725,0,-1
20180525000726,0,-1
20180525000727,0,-1
20180525000729,0,-1
20180525000730,0,-1
20180525000731,0,-1
20180525000732,0,-1
20180525000733,0,-1
20180525000734,0,-1
20180525000735,0,-1
20180525000736,0,-1
20180525000737,0,-1
20180525000738,0,-1
20180525000739,0,-1
20180525000740,0,-1
20180525000741,0,-1
20180525000742,0,-1
20180525000743,0,-1
20180525000744,0,-1
20180525000745,0,-1
20180525000746,0,-1
20180525000747,0,-1
20180525000749,0,-1
20180525000750,0,-1
20180525000751,0,-1
20180525000752,0,-1
20180525000753,0,-1
20180525000754,0,-1
20180525000755,0,-1
20180525000756,0,-1
20180525000757,0,-1
20180525000758,0,-1
20180525000759,0,-1
20180525000800,0,-1
20180525000801,0,-1
20180525000802,0,-1
20180525000803,0,-1
20180525000804,0,-1
20180525000805,0,-1
20180525000806,0,-1
20180525000807,0,-1
20180525000808,0,-1
20180525000810,0,-1
20180525000811,0,-1
20180525000812,0,-1
20180525000813,0,-1
20180525000814,0,-1
20180525000815,0,-1
20180525000816,0,-1
20180525000817,0,-1
20180525000818,0,-1
20180525000819,0,-1
20180525000820,0,-1
20180525000821,0,-1
20180525000822,0,-1
20180525000823,0,-1
20180525000824,0,-1
20180525000825,0,-1
20180525000826,0,-1
20180525000827,0,-1
20180525000828,0,-1
20180525000830,0,-1
20180525000831,0,-1
20180525000832,0,-1
20180525000833,0,-1
20180525000834,0,-1
20180525000835,0,-1
20180525000836,0,-1
20180525000837,0,-1
20180525000838,0,-1
20180525000839,0,-1
20180525000840,0,-1
20180525000841,0,-1
20180525000842,0,-1
20180525000843,0,-1
20180525000844,0,-1
20180525000845,0,-1
20180525000846,0,-1
20180525000847,0,-1
20180525000848,0,-1
20180525000849,0,-1
20180525000851,0,-1
20180525000852,0,-1
20180525000853,0,-1
20180525000854,0,-1
20180525000855,0,-1
20180525000856,0,-1
20180525000857,0,-1
20180525000858,0,-1
20180525000859,0,-1
20180525000900,0,-1
20180525000901,0,-1
20180525000902,0,-1
20180525000903,0,-1
20180525000904,0,-1
20180525000905,0,-1
20180525000906,0,-1
20180525000907,0,-1
20180525000908,0,-1
20180525000909,0,-1
20180525000910,0,-1
20180525000912,0,-1
20180525000913,0,-1
20180525000914,0,-1
20180525000915,0,-1
20180525000916,0,-1
20180525000917,0,-1
20180525000918,0,-1
20180525000919,0,-1
20180525000920,0,-1
20180525000921,0,-1
20180525000922,0,-1
20180525000923,0,-1
20180525000924,0,-1
20180525000925,0,-1
20180525000926,0,-1
20180525000927,0,-1
20180525000928,0,-1
20180525000929,0,-1
20180525000931,0,-1
20180525000932,0,-1
20180525000933,0,-1
20180525000934,0,-1
20180525000935,0,-1
20180525000936,0,-1
20180525000937,0,-1
20180525000938,0,-1
20180525000939,0,-1
20180525000940,0,-1
20180525000941,0,-1
20180525000942,0,-1
20180525000943,0,-1
20180525000944,0,-1
20180525000945,0,-1
20180525000946,0,-1
20180525000947,0,-1
20180525000948,0,-1
20180525000949,0,-1
20180525000951,0,-1
20180525000952,0,-1
20180525000953,0,-1
20180525000954,0,-1
20180525000955,0,-1
20180525000956,0,-1
20180525000957,0,-1
20180525000958,0,-1
20180525000959,0,-1
20180525001000,0,-1
20180525001001,0,-1
20180525001002,0,-1
20180525001003,0,-1
20180525001004,0,-1
20180525001005,0,-1
20180525001006,0,-1
20180525001007,0,-1
20180525001008,0,-1
20180525001009,0,-1
20180525001011,0,-1
20180525001012,0,-1
20180525001013,0,-1
20180525001014,0,-1
20180525001015,0,-1
20180525001016,0,-1
20180525001017,0,-1
20180525001018,0,-1
20180525001019,0,-1
20180525001020,0,-1
20180525001021,0,-1
20180525001022,0,-1
20180525001023,0,-1
20180525001024,0,-1
20180525001025,0,-1
20180525001026,0,-1
20180525001027,0,-1
20180525001028,0,-1
20180525001029,0,-1
20180525001031,0,-1
20180525001032,0,-1
20180525001033,0,-1
20180525001034,0,-1
20180525001035,0,-1
20180525001036,0,-1
20180525001037,0,-1
20180525001038,0,-1
20180525001039,0,-1
20180525001040,0,-1
20180525001041,0,-1
20180525001042,0,-1
20180525001043,0,-1
20180525001044,0,-1
20180525001045,0,-1
20180525001046,0,-1
20180525001047,0,-1
20180525001048,0,-1
20180525001049,0,-1
20180525001050,0,-1
20180525001052,0,-1
20180525001053,0,-1
20180525001054,0,-1
20180525001055,0,-1
20180525001056,0,-1
20180525001057,0,-1
20180525001058,0,-1
20180525001059,0,-1
20180525001100,0,-1
20180525001101,0,-1
20180525001102,0,-1
20180525001103,0,-1
20180525001104,0,-1
20180525001105,0,-1
20180525001106,0,-1
20180525001107,0,-1
20180525001108,0,-1
20180525001109,0,-1
20180525001110,0,-1
20180525001111,0,-1
20180525001113,0,-1
20180525001114,0,-1
20180525001115,0,-1
20180525001116,0,-1
20180525001117,0,-1
20180525001118,0,-1
20180525001119,0,-1
20180525001120,0,-1
20180525001121,0,-1
20180525001122,0,-1
20180525001123,0,-1
20180525001124,0,-1
20180525001125,0,-1
20180525001126,0,-1
20180525001127,0,-1
20180525001128,0,-1
20180525001129,0,-1
20180525001130,0,-1
20180525001131,0,-1
20180525001133,0,-1
20180525001134,0,-1
20180525001135,0,-1
20180525001136,0,-1
20180525001137,0,-1
20180525001138,0,-1
20180525001139,0,-1
20180525001140,0,-1
20180525001141,0,-1
20180525001142,0,-1
20180525001143,0,-1
20180525001144,0,-1
20180525001145,0,-1
20180525001146,0,-1
20180525001147,0,-1
20180525001148,0,-1
20180525001149,0,-1
20180525001150,0,-1
20180525001151,0,-1
20180525001152,0,-1
20180525001154,0,-1
20180525001155,0,-1
20180525001156,0,-1
20180525001157,0,-1
20180525001158,0,-1
20180525001159,0,-1
20180525001200,0,-1
20180525001201,0,-1
20180525001202,0,-1
20180525001203,0,-1
20180525001204,0,-1
20180525001205,0,-1
20180525001206,0,-1
20180525001207,0,-1
20180525001208,0,-1
20180525001209,0,-1
20180525001210,0,-1
20180525001211,0,-1
20180525001212,0,-1
20180525001213,0,-1
20180525001215,0,-1
20180525001216,0,-1
20180525001217,0,-1
20180525001218,0,-1
20180525001219,0,-1
20180525001220,0,-1
20180525001221,0,-1
20180525001222,0,-1
20180525001223,0,-1
20180525001224,0,-1
20180525001225,0,-1
20180525001226,0,-1
20180525001227,0,-1
20180525001228,0,-1
20180525001229,0,-1
20180525001230,0,-1
20180525001231,0,-1
20180525001232,0,-1
20180525001233,0,-1
20180525001235,0,-1
20180525001236,0,-1
20180525001237,0,-1
20180525001238,0,-1
20180525001239,0,-1
20180525001240,0,-1
20180525001241,0,-1
20180525001242,0,-1
20180525001243,0,-1
20180525001244,0,-1
20180525001245,0,-1
20180525001246,0,-1
20180525001247,0,-1
20180525001248,0,-1
20180525001249,0,-1
20180525001250,0,-1
20180525001251,0,-1
20180525001252,0,-1
20180525001253,0,-1
20180525001254,0,-1
20180525001256,0,-1
20180525001257,0,-1
20180525001258,0,-1
20180525001259,0,-1
20180525001300,0,-1
20180525001301,0,-1
20180525001302,0,-1
20180525001303,0,-1
20180525001304,0,-1
20180525001305,0,-1
20180525001306,0,-1
20180525001307,0,-1
20180525001308,0,-1
20180525001309,0,-1
20180525001310,0,-1
20180525001311,0,-1
20180525001312,0,-1
20180525001313,0,-1
20180525001314,0,-1
20180525001315,0,-1
20180525001317,0,-1
20180525001318,0,-1
20180525001319,0,-1
20180525001320,0,-1
20180525001321,0,-1
20180525001322,0,-1
20180525001323,0,-1
20180525001324,0,-1
20180525001325,0,-1
20180525001326,0,-1
20180525001327,0,-1
20180525001328,0,-1
20180525001329,0,-1
20180525001330,0,-1
20180525001331,0,-1
20180525001332,0,-1
20180525001333,0,-1
20180525001334,0,-1
20180525001336,0,-1
20180525001337,0,-1
20180525001338,0,-1
20180525001339,0,-1
20180525001340,0,-1
20180525001341,0,-1
20180525001342,0,-1
20180525001343,0,-1
20180525001344,0,-1
20180525001345,0,-1
20180525001346,0,-1
20180525001347,0,-1
20180525001348,0,-1
20180525001349,0,-1
20180525001350,0,-1
20180525001351,0,-1
20180525001352,0,-1
20180525001353,0,-1
20180525001354,0,-1
20180525001356,0,-1
20180525001357,0,-1
20180525001358,0,-1
20180525001359,0,-1
20180525001400,0,-1
20180525001401,0,-1
20180525001402,0,-1
20180525001403,0,-1
20180525001404,0,-1
20180525001405,0,-1
20180525001406,0,-1
20180525001407,0,-1
20180525001408,0,-1
20180525001409,0,-1
20180525001410,0,-1
20180525001411,0,-1
20180525001412,0,-1
20180525001413,0,-1
20180525001414,0,-1
20180525001415,0,-1
20180525001416,0,-1
20180525001418,0,-1
20180525001419,0,-1
20180525001420,0,-1
20180525001421,0,-1
20180525001422,0,-1
20180525001423,0,-1
20180525001424,0,-1
20180525001425,0,-1
20180525001426,0,-1
20180525001427,0,-1
20180525001428,0,-1
20180525001429,0,-1
20180525001430,0,-1
20180525001431,0,-1
20180525001432,0,-1
20180525001433,0,-1
20180525001434,0,-1
20180525001435,0,-1
20180525001436,0,-1
20180525001438,0,-1
20180525001439,0,-1
20180525001440,0,-1
20180525001441,0,-1
20180525001442,0,-1
20180525001443,0,-1
20180525001444,0,-1
20180525001445,0,-1
20180525001446,0,-1
20180525001447,0,-1
20180525001448,0,-1
20180525001449,0,-1
20180525001450,0,-1
20180525001451,0,-1
20180525001452,0,-1
20180525001453,0,-1
20180525001454,0,-1
20180525001455,0,-1
20180525001456,0,-1
20180525001457,0,-1
20180525001459,0,-1
20180525001500,0,-1
20180525001501,0,-1
20180525001502,0,-1
20180525001503,0,-1
20180525001504,0,-1
20180525001505,0,-1
20180525001506,0,-1
20180525001507,0,-1
20180525001508,0,-1
20180525001509,0,-1
20180525001510,0,-1
20180525001511,0,-1
20180525001512,0,-1
20180525001513,0,-1
20180525001514,0,-1
20180525001515,0,-1
20180525001516,0,-1
20180525001517,0,-1
20180525001518,0,-1
20180525001520,0,-1
20180525001521,0,-1
20180525001522,0,-1
20180525001523,0,-1
20180525001524,0,-1
20180525001525,0,-1
20180525001526,0,-1
20180525001527,0,-1
20180525001528,0,-1
20180525001529,0,-1
20180525001530,0,-1
20180525001531,0,-1
20180525001532,0,-1
20180525001533,0,-1
20180525001534,0,-1
20180525001535,0,-1
20180525001536,0,-1
20180525001537,0,-1
20180525001538,0,-1
20180525001539,0,-1
20180525001540,0,-1
20180525001542,0,-1
20180525001543,0,-1
20180525001544,0,-1
20180525001545,0,-1
20180525001546,0,-1
20180525001547,0,-1
20180525001548,0,-1
20180525001549,0,-1
20180525001550,0,-1
20180525001551,0,-1
20180525001552,0,-1
20180525001553,0,-1
20180525001554,0,-1
20180525001555,0,-1
20180525001556,0,-1
20180525001557,0,-1
20180525001558,0,-1
20180525001559,0,-1
20180525001600,0,-1
20180525001602,0,-1
20180525001603,0,-1
20180525001604,0,-1
20180525001605,0,-1
20180525001606,0,-1
20180525001607,0,-1
20180525001608,0,-1
20180525001609,0,-1
20180525001610,0,-1
20180525001611,0,-1
20180525001612,0,-1
20180525001613,0,-1
20180525001614,0,-1
20180525001615,0,-1
20180525001616,0,-1
20180525001617,0,-1
20180525001618,0,-1
20180525001619,0,-1
20180525001620,0,-1
20180525001622,0,-1
20180525001623,0,-1
20180525001624,0,-1
20180525001625,0,-1
20180525001626,0,-1
20180525001627,0,-1
20180525001628,0,-1
20180525001629,0,-1
20180525001630,0,-1
20180525001631,0,-1
20180525001632,0,-1
20180525001633,0,-1
20180525001634,0,-1
20180525001635,0,-1
20180525001636,0,-1
20180525001637,0,-1
20180525001638,0,-1
20180525001639,0,-1
20180525001640,0,-1
20180525001641,0,-1
20180525001642,0,-1
20180525001644,0,-1
20180525001645,0,-1
20180525001646,0,-1
20180525001647,0,-1
20180525001648,0,-1
20180525001649,0,-1
20180525001650,0,-1
20180525001651,0,-1
20180525001652,0,-1
20180525001653,0,-1
20180525001654,0,-1
20180525001655,0,-1
20180525001656,0,-1
20180525001657,0,-1
20180525001658,0,-1
20180525001659,0,-1
20180525001700,0,-1
20180525001701,0,-1
20180525001702,0,-1
20180525001704,0,-1
20180525001705,0,-1
20180525001706,0,-1
20180525001707,0,-1
20180525001708,0,-1
20180525001709,0,-1
20180525001710,0,-1
20180525001711,0,-1
20180525001712,0,-1
20180525001713,0,-1
20180525001714,0,-1
20180525001715,0,-1
20180525001716,0,-1
20180525001717,0,-1
20180525001718,0,-1
20180525001719,0,-1
20180525001720,0,-1
20180525001721,0,-1
20180525001722,0,-1
20180525001723,0,-1
20180525001725,0,-1
20180525001726,0,-1
20180525001727,0,-1
20180525001728,0,-1
20180525001729,0,-1
20180525001730,0,-1
20180525001731,0,-1
20180525001732,0,-1
20180525001733,0,-1
20180525001734,0,-1
20180525001735,0,-1
20180525001736,0,-1
20180525001737,0,-1
20180525001738,0,-1
20180525001739,0,-1
20180525001740,0,-1
20180525001741,0,-1
20180525001742,0,-1
20180525001743,0,-1
20180525001744,0,-1
20180525001746,0,-1
20180525001747,0,-1
20180525001748,0,-1
20180525001749,0,-1
20180525001750,0,-1
20180525001751,0,-1
20180525001752,0,-1
20180525001753,0,-1
20180525001754,0,-1
20180525001755,0,-1
20180525001756,0,-1
20180525001757,0,-1
20180525001758,0,-1
20180525001759,0,-1
20180525001800,0,-1
20180525001801,0,-1
20180525001802,0,-1
20180525001803,0,-1
20180525001804,0,-1
20180525001805,0,-1
20180525001807,0,-1
20180525001808,0,-1
20180525001809,0,-1
20180525001810,0,-1
20180525001811,0,-1
20180525001812,0,-1
20180525001813,0,-1
20180525001814,0,-1
20180525001815,0,-1
20180525001816,0,-1
20180525001817,0,-1
20180525001818,0,-1
20180525001819,0,-1
20180525001820,0,-1
20180525001821,0,-1
20180525001822,0,-1
20180525001823,0,-1
20180525001824,0,-1
20180525001825,0,-1
20180525001827,0,-1
20180525001828,0,-1
20180525001829,0,-1
20180525001830,0,-1
20180525001831,0,-1
20180525001832,0,-1
20180525001833,0,-1
20180525001834,0,-1
20180525001835,0,-1
20180525001836,0,-1
20180525001837,0,-1
20180525001838,0,-1
20180525001839,0,-1
20180525001840,0,-1
20180525001841,0,-1
20180525001842,0,-1
20180525001843,0,-1
20180525001844,0,-1
20180525001845,0,-1
20180525001846,0,-1
20180525001848,0,-1
20180525001849,0,-1
20180525001850,0,-1
20180525001851,0,-1
20180525001852,0,-1
20180525001853,0,-1
20180525001854,0,-1
20180525001855,0,-1
20180525001856,0,-1
20180525001857,0,-1
20180525001858,0,-1
20180525001859,0,-1
20180525001900,0,-1
20180525001901,0,-1
20180525001902,0,-1
20180525001903,0,-1
20180525001904,0,-1
20180525001905,0,-1
20180525001906,0,-1
20180525001907,0,-1
20180525001909,0,-1
20180525001910,0,-1
20180525001911,0,-1
20180525001912,0,-1
20180525001913,0,-1
20180525001914,0,-1
20180525001915,0,-1
20180525001916,0,-1
20180525001917,0,-1
20180525001918,0,-1
20180525001919,0,-1
20180525001920,0,-1
20180525001921,0,-1
20180525001922,0,-1
20180525001923,0,-1
20180525001924,0,-1
20180525001925,0,-1
20180525001926,0,-1
20180525001928,0,-1
20180525001929,0,-1
20180525001930,0,-1
20180525001931,0,-1
20180525001932,0,-1
20180525001933,0,-1
20180525001934,0,-1
20180525001935,0,-1
20180525001936,0,-1
20180525001937,0,-1
20180525001938,0,-1
20180525001939,0,-1
20180525001940,0,-1
20180525001941,0,-1
20180525001942,0,-1
20180525001943,0,-1
20180525001944,0,-1
20180525001945,0,-1
20180525001946,0,-1
20180525001947,0,-1
20180525001949,0,-1
20180525001950,0,-1
20180525001951,0,-1
20180525001952,0,-1
20180525001953,0,-1
20180525001954,0,-1
20180525001955,0,-1
20180525001956,0,-1
20180525001957,0,-1
20180525001958,0,-1
20180525001959,0,-1
20180525002000,0,-1
20180525002001,0,-1
20180525002002,0,-1
20180525002003,0,-1
20180525002004,0,-1
20180525002005,0,-1
20180525002006,0,-1
20180525002007,0,-1
20180525002008,0,-1
20180525002010,0,-1
20180525002011,0,-1
20180525002012,0,-1
20180525002013,0,-1
20180525002014,0,-1
20180525002015,0,-1
20180525002016,0,-1
20180525002017,0,-1
20180525002018,0,-1
20180525002019,0,-1
20180525002020,0,-1
20180525002021,0,-1
20180525002022,0,-1
20180525002023,0,-1
20180525002024,0,-1
20180525002025,0,-1
20180525002026,0,-1
20180525002027,0,-1
20180525002028,0,-1
20180525002029,0,-1
20180525002031,0,-1
20180525002032,0,-1
20180525002033,0,-1
20180525002034,0,-1
20180525002035,0,-1
20180525002036,0,-1
20180525002037,0,-1
20180525002038,0,-1
20180525002039,0,-1
20180525002040,0,-1
20180525002041,0,-1
20180525002042,0,-1
20180525002043,0,-1
20180525002044,0,-1
20180525002045,0,-1
20180525002046,0,-1
20180525002047,0,-1
20180525002048,0,-1
20180525002049,0,-1
20180525002051,0,-1
20180525002052,0,-1
20180525002053,0,-1
20180525002054,0,-1
20180525002055,0,-1
20180525002056,0,-1
20180525002057,0,-1
20180525002058,0,-1
20180525002059,0,-1
20180525002100,0,-1
20180525002101,0,-1
20180525002102,0,-1
20180525002103,0,-1
20180525002104,0,-1
20180525002105,0,-1
20180525002106,0,-1
20180525002107,0,-1
20180525002108,0,-1
20180525002109,0,-1
20180525002110,0,-1
20180525002112,0,-1
20180525002113,0,-1
20180525002114,0,-1
20180525002115,0,-1
20180525002116,0,-1
20180525002117,0,-1
20180525002118,0,-1
20180525002119,0,-1
20180525002120,0,-1
20180525002121,0,-1
20180525002122,0,-1
20180525002123,0,-1
20180525002124,0,-1
20180525002125,0,-1
20180525002126,0,-1
20180525002127,0,-1
20180525002128,0,-1
20180525002129,0,-1
20180525002130,0,-1
20180525002132,0,-1
20180525002133,0,-1
20180525002134,0,-1
20180525002135,0,-1
20180525002136,0,-1
20180525002137,0,-1
20180525002138,0,-1
20180525002139,0,-1
20180525002140,0,-1
20180525002141,0,-1
20180525002142,0,-1
20180525002143,0,-1
20180525002144,0,-1
20180525002145,0,-1
20180525002146,0,-1
20180525002147,0,-1
20180525002148,0,-1
20180525002149,0,-1
20180525002150,0,-1
20180525002151,0,-1
20180525002152,0,-1
20180525002154,0,-1
20180525002155,0,-1
20180525002156,0,-1
20180525002157,0,-1
20180525002158,0,-1
20180525002159,0,-1
20180525002200,0,-1
20180525002201,0,-1
20180525002202,0,-1
20180525002203,0,-1
20180525002204,0,-1
20180525002205,0,-1
20180525002206,0,-1
20180525002207,0,-1
20180525002208,0,-1
20180525002209,0,-1
20180525002210,0,-1
20180525002211,0,-1
20180525002212,0,-1
20180525002213,0,-1
