datetime,temperatue,humidity,pressure
20181109150845,28.3,35.2,1019.9
20181109150848,28.3,35.2,1020.0
20181109150851,28.3,35.1,1020.0
20181109150854,28.3,35.1,1020.0
20181109150857,28.4,35.1,1020.0
20181109150900,28.4,35.1,1020.0
20181109150904,28.4,35.1,1020.0
20181109150907,28.3,35.1,1020.0
20181109150910,28.4,35.1,1019.9
20181109150913,28.4,35.1,1020.0
20181109150916,28.4,35.1,1020.0
20181109150919,28.4,35.1,1020.0
20181109150922,28.4,35.1,1019.9
20181109150925,28.4,35.0,1020.0
20181109150928,28.4,35.1,1020.0
20181109150932,28.4,35.1,1020.0
20181109150935,28.4,35.2,1019.9
20181109150938,28.4,35.2,1020.0
20181109150941,28.4,35.1,1020.0
20181109150944,28.4,35.1,1020.0
20181109150947,28.3,35.1,1020.0
20181109150950,28.3,35.1,1020.0
20181109150953,28.3,35.2,1019.9
20181109150957,28.4,35.1,1020.0
20181109151000,28.4,35.0,1020.0
20181109151003,28.4,34.9,1020.1
20181109151006,28.3,34.9,1020.0
20181109151009,28.3,34.9,1020.0
20181109151012,28.3,34.9,1019.9
20181109151015,28.3,34.9,1020.0
20181109151018,28.3,34.8,1020.0
20181109151021,28.4,34.8,1020.0
20181109151025,28.4,34.8,1020.0
20181109151028,28.4,34.8,1020.0
20181109151031,28.4,34.8,1020.0
20181109151034,28.4,34.8,1020.0
20181109151037,28.4,34.8,1019.9
20181109151040,28.4,34.8,1020.0
20181109151043,28.4,34.7,1020.0
20181109151046,28.4,34.8,1020.0
20181109151049,28.4,34.8,1020.0
20181109151053,28.4,34.7,1019.9
20181109151056,28.5,34.6,1020.0
20181109151059,28.5,34.6,1019.9
20181109151102,28.5,34.5,1020.0
20181109151105,28.5,34.4,1020.0
20181109151108,28.5,34.5,1020.0
20181109151111,28.5,34.4,1020.0
20181109151114,28.5,34.4,1020.1
20181109151118,28.5,37.6,1020.0
20181109151121,28.4,37.1,1020.0
20181109151124,28.4,35.7,1020.0
20181109151127,28.5,35.2,1019.9
20181109151130,28.5,35.1,1020.0
20181109151133,28.4,34.9,1020.0
20181109151136,28.5,34.9,1020.0
20181109151139,28.5,34.7,1020.1
20181109151142,28.5,34.7,1019.9
20181109151146,28.5,34.7,1020.0
20181109151149,28.5,34.6,1020.0
20181109151152,28.5,34.5,1019.9
20181109151155,28.5,34.4,1019.9
20181109151158,28.5,34.4,1020.0
20181109151201,28.5,34.3,1020.0
20181109151204,28.5,34.3,1020.0
20181109151207,28.5,34.3,1020.0
20181109151211,28.5,34.3,1020.0
20181109151214,28.5,34.3,1020.0
20181109151217,28.5,34.4,1020.0
20181109151220,28.5,34.4,1020.0
20181109151223,28.5,34.5,1020.0
20181109151226,28.5,34.4,1020.0
20181109151229,28.4,34.4,1020.0
20181109151232,28.4,34.5,1019.9
20181109151236,28.5,34.5,1020.0
20181109151239,28.5,34.6,1020.0
20181109151242,28.5,34.6,1020.0
20181109151245,28.5,34.6,1020.0
20181109151248,28.4,34.7,1020.0
20181109151251,28.5,34.7,1020.0
20181109151254,28.4,34.8,1020.0
20181109151257,28.5,34.8,1020.0
20181109151300,28.5,34.9,1019.9
20181109151304,28.5,34.9,1020.0
20181109151307,28.5,34.8,1020.0
20181109151310,28.5,34.8,1020.0
20181109151313,28.4,34.9,1019.9
20181109151316,28.5,34.9,1020.0
20181109151319,28.5,34.9,1019.9
20181109151322,28.5,34.9,1019.9
20181109151325,28.5,34.9,1020.0
20181109151329,28.5,34.9,1020.0
20181109151332,28.5,34.9,1019.9
20181109151335,28.5,34.8,1020.0
20181109151338,28.5,34.8,1019.9
20181109151341,28.5,34.8,1019.9
20181109151344,28.4,34.9,1020.0
20181109151347,28.5,34.9,1020.0
20181109151350,28.5,34.8,1020.0
20181109151354,28.5,34.9,1020.0
20181109151357,28.5,34.8,1020.0
20181109151400,28.5,34.8,1020.0
20181109151403,28.5,34.8,1020.0
20181109151406,28.5,34.8,1020.0
20181109151409,28.5,34.8,1020.0
20181109151412,28.5,34.7,1020.0
20181109151415,28.5,34.7,1020.0
20181109151419,28.5,34.7,1019.9
20181109151422,28.5,34.7,1020.0
20181109151425,28.5,34.7,1019.9
20181109151428,28.5,34.8,1020.0
20181109151431,28.5,34.8,1020.0
20181109151434,28.5,34.8,1020.0
20181109151437,28.5,34.7,1019.9
20181109151440,28.5,34.7,1020.0
20181109151443,28.6,34.8,1020.0
20181109151447,28.6,34.8,1019.9
20181109151450,28.6,34.8,1020.0
20181109151453,28.6,34.8,1020.0
20181109151456,28.6,34.8,1020.0
20181109151459,28.6,34.8,1019.9
20181109151502,28.6,34.8,1019.9
20181109151505,28.6,34.9,1019.9
20181109151508,28.6,34.9,1020.0
20181109151512,28.6,34.9,1020.0
20181109151515,28.6,34.9,1020.0
20181109151518,28.6,34.8,1020.0
20181109151521,28.5,34.8,1020.0
20181109151524,28.5,34.8,1020.0
20181109151527,28.5,34.8,1020.0
20181109151530,28.5,34.8,1019.9
20181109151533,28.5,34.8,1020.0
20181109151537,28.5,34.8,1019.9
20181109151540,28.5,34.8,1020.0
20181109151543,28.5,34.8,1019.9
20181109151546,28.5,34.8,1020.0
20181109151549,28.4,34.8,1020.0
20181109151552,28.5,34.8,1019.9
20181109151555,28.5,34.7,1020.0
20181109151558,28.5,34.6,1019.9
20181109151601,28.5,34.7,1020.0
20181109151605,28.5,34.7,1020.0
20181109151608,28.5,34.8,1020.0
20181109151611,28.6,34.6,1019.9
20181109151614,28.6,34.6,1019.9
20181109151617,28.5,34.5,1020.0
20181109151620,28.5,34.5,1019.9
20181109151623,28.5,34.5,1020.0
20181109151626,28.5,34.5,1020.0
20181109151630,28.5,34.7,1020.0
20181109151633,28.5,34.7,1019.9
20181109151636,28.4,34.7,1019.9
20181109151639,28.5,34.8,1019.9
20181109151642,28.5,34.8,1020.0
20181109151645,28.5,34.9,1020.0
20181109151648,28.5,34.9,1020.0
20181109151651,28.5,34.8,1019.9
20181109151654,28.5,34.9,1020.0
20181109151658,28.5,34.9,1019.9
20181109151701,28.5,34.9,1020.0
20181109151704,28.5,34.9,1019.9
20181109151707,28.5,34.9,1019.9
20181109151710,28.5,34.8,1019.9
20181109151713,28.5,34.8,1020.0
20181109151716,28.5,34.8,1019.9
20181109151719,28.5,34.7,1019.9
20181109151723,28.5,34.7,1020.0
20181109151726,28.5,34.6,1020.0
20181109151729,28.5,34.6,1020.0
20181109151732,28.5,34.7,1020.0
20181109151735,28.5,34.8,1020.0
20181109151738,28.5,34.9,1020.0
20181109151741,28.5,34.8,1020.0
20181109151744,28.5,34.8,1020.0
20181109151748,28.5,34.7,1019.9
20181109151751,28.6,34.7,1020.0
20181109151754,28.5,34.7,1020.0
20181109151757,28.5,34.7,1020.0
20181109151800,28.5,34.7,1019.9
20181109151803,28.5,34.7,1019.9
20181109151806,28.5,34.7,1019.9
20181109151809,28.5,34.7,1020.0
20181109151812,28.6,34.7,1019.9
20181109151816,28.5,34.8,1020.0
20181109151819,28.6,34.8,1020.1
20181109151822,28.5,34.7,1019.9
20181109151825,28.5,34.8,1020.0
20181109151828,28.5,34.8,1020.0
20181109151831,28.5,34.9,1020.0
20181109151834,28.5,34.9,1019.9
20181109151837,28.5,36.4,1020.0
20181109151841,28.4,35.8,1020.0
20181109151844,28.4,37.6,1019.9
20181109151847,28.5,36.9,1019.9
20181109151850,28.5,35.9,1019.9
20181109151853,28.5,35.3,1020.0
20181109151856,28.5,35.0,1019.9
20181109151859,28.5,34.9,1020.0
20181109151902,28.5,34.8,1020.0
20181109151906,28.5,34.8,1020.0
20181109151909,28.5,34.7,1019.9
20181109151912,28.6,34.7,1019.9
20181109151915,28.5,34.7,1020.0
20181109151918,28.5,34.7,1020.0
20181109151921,28.5,34.7,1020.0
20181109151924,28.5,34.8,1019.9
20181109151927,28.5,35.5,1019.9
20181109151930,28.5,35.7,1019.9
20181109151934,28.6,38.2,1020.0
20181109151937,28.6,39.0,1019.9
20181109151940,27.8,50.6,1021.3
20181109151943,27.4,52.2,1020.8
20181109151946,27.6,53.6,1019.8
20181109151949,26.5,57.4,1019.4
20181109151952,27.2,51.9,1019.7
20181109151955,27.4,46.4,1019.9
20181109151959,27.5,41.9,1019.9
20181109152002,27.7,40.8,1019.9
20181109152005,27.7,41.0,1019.9
20181109152008,27.8,40.1,1019.9
20181109152011,27.8,39.0,1019.9
20181109152014,27.9,39.0,1019.9
20181109152017,27.9,38.3,1020.0
20181109152020,27.9,37.6,1019.9
20181109152024,27.9,37.0,1020.0
20181109152027,27.9,36.8,1019.9
20181109152030,27.9,36.6,1019.9
20181109152033,27.9,36.5,1020.0
20181109152036,27.9,36.5,1019.9
20181109152039,27.9,36.6,1020.0
20181109152042,27.9,36.6,1020.1
20181109152045,27.8,36.6,1019.9
20181109152048,27.8,36.6,1019.9
20181109152052,27.8,36.7,1020.0
20181109152055,27.7,38.1,1020.0
20181109152058,27.7,37.6,1020.0
20181109152101,27.8,37.1,1020.0
20181109152104,27.7,36.9,1020.0
20181109152107,27.7,36.8,1019.9
20181109152110,27.7,36.8,1019.9
20181109152113,27.7,36.7,1019.9
20181109152117,27.7,36.7,1019.9
20181109152120,27.7,36.7,1020.0
20181109152123,27.7,36.7,1019.9
20181109152126,27.7,36.7,1020.0
20181109152129,27.7,36.6,1019.9
20181109152132,27.7,36.6,1019.9
20181109152135,27.7,36.6,1019.9
20181109152138,27.7,36.6,1020.0
20181109152142,27.8,36.5,1019.9
20181109152145,27.8,36.4,1019.9
20181109152148,27.7,36.3,1019.9
20181109152151,27.7,36.4,1020.0
20181109152154,27.7,36.4,1019.9
20181109152157,27.7,36.4,1019.9
20181109152200,27.7,36.5,1020.0
20181109152203,27.7,36.5,1020.0
20181109152206,27.7,36.4,1019.9
20181109152210,27.8,36.4,1020.0
20181109152213,27.7,36.3,1019.9
20181109152216,27.7,36.3,1019.9
20181109152219,27.7,36.3,1019.9
20181109152222,27.7,36.3,1020.0
20181109152225,27.7,36.3,1020.0
20181109152228,27.7,36.3,1020.0
20181109152231,27.7,36.4,1019.9
20181109152235,27.7,36.5,1020.0
20181109152238,27.7,36.5,1019.9
20181109152241,27.7,36.4,1019.9
20181109152244,27.8,36.3,1019.9
20181109152247,27.7,36.4,1019.8
20181109152250,27.8,36.3,1019.9
20181109152253,27.8,36.3,1019.9
20181109152256,27.8,36.3,1019.9
20181109152300,27.8,36.3,1019.9
20181109152303,27.8,36.2,1019.9
20181109152306,27.8,36.2,1019.9
20181109152309,27.8,36.3,1019.9
20181109152312,27.8,36.3,1019.9
20181109152315,27.8,36.3,1019.9
20181109152318,27.9,36.2,1019.9
20181109152321,27.9,36.2,1019.9
20181109152324,27.9,36.2,1019.9
20181109152328,27.9,36.1,1019.9
20181109152331,27.9,36.1,1019.9
20181109152334,27.9,36.1,1019.9
20181109152337,27.9,36.0,1019.9
20181109152340,27.9,36.0,1020.0
20181109152343,27.9,36.0,1019.9
20181109152346,27.8,36.1,1019.9
20181109152349,27.8,36.1,1019.9
20181109152353,27.8,36.1,1019.9
20181109152356,27.8,36.2,1019.9
20181109152359,27.8,36.2,1019.9
20181109152402,27.8,36.2,1019.9
20181109152405,27.8,36.2,1019.9
20181109152408,27.8,36.2,1020.0
20181109152411,27.8,36.2,1019.9
20181109152414,27.8,36.1,1019.9
20181109152418,27.8,36.1,1019.9
20181109152421,27.9,36.1,1019.9
20181109152424,27.9,36.1,1019.9
20181109152427,27.9,36.0,1019.9
20181109152430,27.9,36.0,1019.9
20181109152433,27.9,36.0,1019.9
20181109152436,27.9,36.1,1019.8
20181109152439,27.9,36.1,1019.9
20181109152443,27.9,36.1,1019.9
20181109152446,27.9,36.1,1019.9
20181109152449,27.9,36.1,1019.9
20181109152452,27.9,36.1,1019.9
20181109152455,27.9,36.1,1019.9
20181109152458,27.9,36.1,1019.9
20181109152501,27.9,36.1,1019.9
20181109152504,27.9,36.2,1019.9
20181109152507,27.9,36.2,1019.9
20181109152511,27.8,36.2,1019.9
20181109152514,27.9,36.1,1019.9
20181109152517,27.8,35.9,1019.9
20181109152520,27.8,35.8,1019.9
20181109152523,27.9,35.8,1019.9
20181109152526,27.9,35.8,1019.9
20181109152529,27.9,35.8,1019.9
20181109152532,27.9,35.9,1019.9
20181109152536,27.9,35.9,1019.9
20181109152539,27.9,35.9,1019.9
20181109152542,27.9,36.0,1019.9
20181109152545,27.9,36.0,1020.0
20181109152548,27.9,36.1,1019.9
20181109152551,27.9,36.1,1019.9
20181109152554,27.9,36.1,1019.9
20181109152557,27.9,36.1,1019.9
20181109152600,27.8,36.2,1019.9
20181109152604,27.9,36.1,1019.9
20181109152607,27.9,36.1,1019.9
20181109152610,27.9,36.1,1019.9
20181109152613,27.9,36.1,1019.9
20181109152616,27.9,36.1,1019.9
20181109152619,27.9,36.1,1019.9
20181109152622,27.9,36.0,1019.9
20181109152625,27.9,36.0,1019.9
20181109152629,27.9,36.1,1020.0
20181109152632,27.9,36.0,1019.9
20181109152635,27.9,36.1,1019.9
20181109152638,27.9,36.1,1019.9
20181109152641,27.9,36.0,1019.9
20181109152644,27.9,35.9,1019.9
20181109152647,27.9,35.9,1019.9
20181109152650,28.0,35.9,1019.9
20181109152654,28.0,35.9,1019.9
20181109152657,27.9,36.0,1019.9
20181109152700,27.9,36.0,1019.9
20181109152703,27.9,36.1,1019.9
20181109152706,28.0,36.1,1019.9
20181109152709,27.9,36.0,1019.9
20181109152712,28.0,36.1,1019.9
20181109152715,28.0,36.0,1019.9
20181109152718,28.0,36.0,1019.9
20181109152722,28.0,36.0,1019.9
20181109152725,28.0,35.9,1019.9
20181109152728,28.0,35.9,1019.9
20181109152731,28.0,35.8,1019.9
20181109152734,28.0,35.9,1019.9
20181109152737,28.1,35.8,1019.9
20181109152740,28.1,35.8,1019.9
20181109152743,28.0,35.9,1020.0
20181109152747,28.1,35.8,1019.8
20181109152750,28.1,35.8,1019.9
20181109152753,28.1,35.8,1019.9
20181109152756,28.1,35.8,1019.9
20181109152759,28.1,35.8,1019.9
20181109152802,28.1,35.8,1019.9
20181109152805,28.1,35.8,1019.9
20181109152808,28.1,35.8,1019.9
20181109152812,28.2,35.8,1019.9
20181109152815,28.2,35.8,1019.9
20181109152818,28.1,35.7,1019.9
20181109152821,28.2,35.7,1019.9
20181109152824,28.2,35.7,1019.9
20181109152827,28.2,35.7,1019.9
20181109152830,28.2,35.7,1020.0
20181109152833,28.2,35.6,1019.9
20181109152836,28.2,35.6,1019.9
20181109152840,28.2,35.5,1019.9
20181109152843,28.2,35.5,1019.9
20181109152846,28.2,35.5,1019.9
20181109152849,28.2,35.4,1019.9
20181109152852,28.2,35.4,1019.9
20181109152855,28.2,35.3,1019.9
20181109152858,28.2,35.4,1019.9
20181109152901,28.2,35.4,1019.9
20181109152905,28.2,35.5,1019.9
20181109152908,28.2,35.5,1019.9
20181109152911,28.2,35.6,1019.9
20181109152914,28.2,35.6,1019.8
20181109152917,28.2,35.6,1019.9
20181109152920,28.2,35.6,1019.9
20181109152923,28.2,35.5,1020.0
20181109152926,28.2,35.6,1019.9
20181109152930,28.2,35.6,1019.9
20181109152933,28.2,35.6,1019.9
20181109152936,28.2,35.6,1019.9
20181109152939,28.2,35.6,1019.9
20181109152942,28.2,35.6,1020.0
20181109152945,28.2,35.6,1019.9
20181109152948,28.2,35.6,1019.9
20181109152951,28.2,35.6,1019.9
20181109152954,28.2,35.5,1019.9
20181109152958,28.3,35.5,1019.9
20181109153001,28.2,35.5,1019.9
20181109153004,28.2,35.6,1019.9
20181109153007,28.2,35.6,1019.9
20181109153010,28.2,35.6,1020.0
20181109153013,28.1,35.6,1019.9
20181109153016,28.1,35.7,1019.8
20181109153019,28.2,35.7,1019.9
20181109153023,28.2,35.6,1019.9
20181109153026,28.2,35.6,1019.9
20181109153029,28.2,35.6,1019.9
20181109153032,28.2,35.6,1019.9
20181109153035,28.2,35.5,1019.9
20181109153038,28.2,35.5,1019.9
20181109153041,28.2,35.5,1019.9
20181109153044,28.2,35.5,1019.9
20181109153048,28.2,35.3,1019.9
20181109153051,28.2,35.2,1019.9
20181109153054,28.2,35.2,1019.9
20181109153057,28.3,35.1,1019.8
20181109153100,28.2,35.2,1019.8
20181109153103,28.3,35.2,1019.9
20181109153106,28.3,35.1,1019.9
20181109153109,28.3,35.1,1019.9
20181109153112,28.3,35.0,1019.9
20181109153116,28.3,35.0,1019.9
20181109153119,28.3,34.9,1019.9
20181109153122,28.3,34.9,1019.8
20181109153125,28.3,34.9,1019.9
20181109153128,28.4,34.8,1019.9
20181109153131,28.4,34.8,1020.0
20181109153134,28.4,34.8,1019.9
20181109153137,28.4,34.8,1019.9
20181109153141,28.4,34.8,1019.9
20181109153144,28.4,34.8,1019.9
20181109153147,28.4,34.7,1020.0
20181109153150,28.3,34.7,1019.9
20181109153153,28.3,34.7,1019.8
20181109153156,28.4,34.7,1019.9
20181109153159,28.4,34.7,1019.9
20181109153202,28.4,34.7,1019.9
20181109153206,28.4,34.7,1019.8
20181109153209,28.4,34.6,1019.9
20181109153212,28.4,34.6,1019.9
20181109153215,28.4,34.7,1019.8
20181109153218,28.4,34.7,1019.9
20181109153221,28.4,34.7,1019.9
20181109153224,28.4,34.7,1019.8
20181109153227,28.4,34.7,1019.8
20181109153230,28.4,34.7,1019.9
20181109153234,28.4,34.6,1019.9
20181109153237,28.4,34.6,1019.9
20181109153240,28.4,34.6,1019.9
20181109153243,28.5,34.6,1019.9
20181109153246,28.5,34.5,1019.9
20181109153249,28.5,34.5,1019.9
20181109153252,28.5,34.5,1019.9
20181109153255,28.5,34.5,1019.9
20181109153259,28.5,34.5,1019.9
20181109153302,28.4,34.5,1019.9
20181109153305,28.4,34.6,1019.9
20181109153308,28.4,34.6,1019.9
20181109153311,28.4,34.6,1019.9
20181109153314,28.4,34.6,1020.0
20181109153317,28.4,34.6,1019.9
20181109153320,28.3,34.6,1019.9
20181109153324,28.4,34.6,1019.9
20181109153327,28.4,34.6,1019.9
20181109153330,28.4,34.6,1019.9
20181109153333,28.4,34.6,1019.9
20181109153336,28.4,34.6,1019.9
20181109153339,28.4,34.6,1019.9
20181109153342,28.4,34.6,1019.9
20181109153345,28.4,34.5,1019.9
20181109153349,28.4,34.5,1019.9
20181109153352,28.4,34.6,1019.9
20181109153355,28.4,34.5,1019.9
20181109153358,28.4,34.5,1019.9
20181109153401,28.5,34.6,1019.9
20181109153404,28.5,34.5,1019.9
20181109153407,28.5,34.5,1019.9
20181109153410,28.4,34.5,1019.9
20181109153413,28.5,34.5,1019.9
20181109153417,28.4,34.4,1019.9
20181109153420,28.4,34.4,1019.9
20181109153423,28.4,34.4,1020.0
20181109153426,28.4,34.4,1019.9
20181109153429,28.4,34.4,1020.0
20181109153432,28.4,34.5,1019.9
20181109153435,28.4,34.5,1019.9
20181109153438,28.3,34.5,1019.9
20181109153442,28.3,34.5,1019.9
20181109153445,28.3,34.6,1019.9
20181109153448,28.3,34.6,1019.9
20181109153451,28.3,34.6,1019.9
20181109153454,28.3,34.7,1019.9
20181109153457,28.3,34.7,1019.9
20181109153500,28.3,34.7,1019.9
20181109153503,28.3,34.7,1019.9
20181109153507,28.3,34.7,1019.9
20181109153510,28.3,34.7,1019.9
20181109153513,28.3,34.7,1019.9
20181109153516,28.4,34.7,1019.9
20181109153519,28.4,34.6,1020.0
20181109153522,28.4,34.6,1019.9
20181109153525,28.4,34.6,1019.9
20181109153528,28.4,34.6,1020.0
20181109153531,28.3,34.6,1019.9
20181109153535,28.3,34.6,1019.9
20181109153538,28.3,34.6,1019.9
20181109153541,28.3,34.6,1019.9
20181109153544,28.3,34.6,1019.9
20181109153547,28.3,34.6,1019.9
20181109153550,28.3,34.7,1019.9
20181109153553,28.3,34.7,1019.9
20181109153556,28.3,34.6,1019.9
20181109153600,28.3,34.6,1019.9
20181109153603,28.4,34.6,1019.9
20181109153606,28.3,34.5,1019.9
20181109153609,28.3,34.5,1019.9
20181109153612,28.4,34.4,1019.9
20181109153615,28.4,34.4,1019.9
20181109153618,28.4,34.3,1019.9
20181109153621,28.4,34.3,1020.0
20181109153625,28.4,34.3,1019.9
20181109153628,28.4,34.3,1019.9
20181109153631,28.5,34.3,1019.9
20181109153634,28.5,34.3,1019.9
20181109153637,28.5,34.3,1020.0
20181109153640,28.5,34.3,1019.9
20181109153643,28.5,34.3,1020.0
20181109153646,28.5,34.3,1019.9
20181109153649,28.5,34.3,1020.0
20181109153653,28.5,34.2,1020.0
20181109153656,28.5,34.2,1020.0
20181109153659,28.5,34.3,1020.0
20181109153702,28.5,34.3,1020.0
20181109153705,28.4,34.3,1019.9
20181109153708,28.4,34.4,1019.9
20181109153711,28.4,34.4,1020.0
20181109153714,28.4,34.5,1020.0
20181109153718,28.4,34.5,1019.9
20181109153721,28.4,34.5,1019.9
20181109153724,28.4,34.4,1020.0
20181109153727,28.4,34.4,1019.9
20181109153730,28.4,34.4,1020.0
20181109153733,28.4,34.4,1019.9
20181109153736,28.4,34.3,1020.0
20181109153739,28.4,34.3,1019.9
20181109153742,28.4,34.4,1019.9
20181109153746,28.4,34.3,1019.9
20181109153749,28.4,34.3,1020.0
20181109153752,28.4,34.3,1019.9
20181109153755,28.4,34.3,1019.9
20181109153758,28.4,34.3,1020.0
20181109153801,28.4,34.3,1020.0
20181109153804,28.4,34.3,1020.0
20181109153807,28.4,34.3,1020.0
20181109153811,28.4,34.3,1019.9
20181109153814,28.5,34.3,1019.9
20181109153817,28.5,34.2,1019.9
20181109153820,28.5,34.2,1020.0
20181109153823,28.4,34.2,1019.9
20181109153826,28.4,34.3,1020.0
20181109153829,28.4,34.3,1020.0
20181109153832,28.4,34.3,1019.9
20181109153836,28.4,34.3,1019.9
20181109153839,28.4,34.3,1019.9
20181109153842,28.4,34.3,1020.0
20181109153845,28.4,34.4,1019.9
20181109153848,28.4,34.3,1020.0
20181109153851,28.4,34.4,1019.9
20181109153854,28.4,34.3,1019.9
20181109153857,28.4,34.3,1019.9
20181109153900,28.5,34.3,1019.9
20181109153904,28.5,34.3,1020.0
20181109153907,28.4,34.3,1020.0
20181109153910,28.5,34.3,1020.0
20181109153913,28.4,34.4,1019.9
20181109153916,28.4,34.4,1020.0
20181109153919,28.5,34.4,1020.0
20181109153922,28.5,34.3,1019.9
20181109153925,28.5,34.3,1019.9
20181109153929,28.5,34.3,1019.9
20181109153932,28.5,34.4,1020.0
20181109153935,28.5,34.3,1019.9
20181109153938,28.5,34.3,1020.0
20181109153941,28.5,34.3,1020.0
20181109153944,28.5,34.4,1019.9
20181109153947,28.5,34.4,1019.9
20181109153950,28.5,34.4,1019.9
20181109153954,28.5,34.4,1020.0
20181109153957,28.5,34.4,1020.0
20181109154000,28.5,34.4,1019.9
20181109154003,28.5,34.4,1020.0
20181109154006,28.5,34.4,1020.0
20181109154009,28.5,34.5,1020.0
20181109154012,28.5,34.5,1020.0
20181109154015,28.5,34.5,1019.9
20181109154018,28.5,34.5,1019.9
20181109154022,28.5,34.5,1019.9
20181109154025,28.5,34.5,1019.9
20181109154028,28.5,34.4,1019.9
20181109154031,28.5,34.4,1020.0
20181109154034,28.5,34.4,1019.9
20181109154037,28.4,34.5,1020.0
20181109154040,28.4,34.5,1020.0
20181109154043,28.4,34.5,1020.0
20181109154047,28.4,34.6,1019.9
20181109154050,28.4,34.6,1020.0
20181109154053,28.4,34.6,1020.0
20181109154056,28.4,34.6,1020.0
20181109154059,28.4,34.6,1020.0
20181109154102,28.4,34.6,1020.0
20181109154105,28.4,34.6,1020.0
20181109154108,28.4,34.6,1020.0
20181109154112,28.4,34.6,1020.0
20181109154115,28.3,34.6,1020.0
20181109154118,28.3,34.7,1020.0
20181109154121,28.3,34.7,1020.0
20181109154124,28.3,34.7,1020.0
20181109154127,28.3,34.7,1020.0
20181109154130,28.4,34.7,1020.0
20181109154133,28.4,34.7,1020.0
20181109154136,28.4,34.7,1020.0
20181109154140,28.4,34.7,1020.0
20181109154143,28.4,34.6,1019.9
20181109154146,28.4,34.6,1020.0
20181109154149,28.4,34.6,1019.9
20181109154152,28.4,34.5,1020.0
20181109154155,28.4,34.5,1020.0
20181109154158,28.4,34.4,1020.0
20181109154201,28.4,34.4,1020.0
20181109154205,28.4,34.4,1020.0
20181109154208,28.4,34.4,1020.0
20181109154211,28.4,34.4,1020.0
20181109154214,28.4,34.4,1020.0
20181109154217,28.4,34.5,1020.0
20181109154220,28.4,34.6,1020.0
20181109154223,28.4,34.5,1020.0
20181109154226,28.4,34.5,1019.9
20181109154230,28.3,34.5,1019.9
20181109154233,28.3,34.5,1020.0
